person_age,person_income,person_home_ownership,person_emp_length,cb_person_default_on_file,cb_person_cred_hist_length,age_group,has_prior_default
30,22244,RENT,3.5,Y,4,26-35,1
34,52820,RENT,0.5,N,5,26-35,0
27,25344,RENT,2.8,N,5,26-35,0
24,44303,RENT,2.8,N,4,18-25,0
25,173546,RENT,0.1,N,10,18-25,0
35,116389,RENT,3.7,N,9,26-35,0
31,36690,OWN,3.7,N,7,26-35,0
31,54521,RENT,10.4,N,3,26-35,0
32,94471,RENT,0.1,N,9,26-35,0
28,29906,OWN,2.1,N,8,26-35,0
43,366099,RENT,2.1,Y,2,36-45,1
25,16753,MORTGAGE,1.3,N,9,18-25,0
27,65255,RENT,7.2,N,7,26-35,0
24,40685,RENT,5.8,N,7,18-25,0
29,53177,MORTGAGE,7.5,Y,5,26-35,1
18,62394,RENT,3.2,N,6,18-25,0
18,53232,RENT,3.5,N,5,18-25,0
23,21332,MORTGAGE,4.4,N,6,18-25,0
30,35583,MORTGAGE,5.8,N,5,26-35,0
33,13522,RENT,1.8,N,5,26-35,0
19,34287,RENT,6.3,N,2,18-25,0
18,56688,RENT,0.2,N,5,18-25,0
22,77217,MORTGAGE,2.3,N,4,18-25,0
22,28580,MORTGAGE,0.3,N,6,18-25,0
28,52635,RENT,0.0,N,6,26-35,0
27,35506,RENT,3.0,N,7,26-35,0
35,67970,MORTGAGE,0.0,N,3,26-35,0
24,40579,RENT,8.1,N,5,18-25,0
19,67916,OWN,0.0,N,4,18-25,0
28,44852,MORTGAGE,3.4,N,9,26-35,0
21,98754,RENT,2.3,N,1,18-25,0
21,116418,MORTGAGE,1.5,Y,7,18-25,1
37,15399,MORTGAGE,3.7,N,6,36-45,0
32,48335,RENT,0.6,N,2,26-35,0
24,33015,RENT,1.1,N,6,18-25,0
37,67710,MORTGAGE,6.8,N,6,36-45,0
31,20701,MORTGAGE,5.0,N,4,26-35,0
29,33095,OTHER,0.6,N,3,26-35,0
22,69606,MORTGAGE,3.4,N,9,18-25,0
18,63233,OWN,4.5,N,4,18-25,0
21,42763,MORTGAGE,10.2,N,1,18-25,0
24,26017,MORTGAGE,2.7,N,7,18-25,0
19,55571,RENT,4.5,N,7,18-25,0
27,89850,RENT,1.7,N,6,26-35,0
18,38272,OTHER,3.9,N,3,18-25,0
34,60194,RENT,1.4,N,4,26-35,0
24,39423,MORTGAGE,2.6,N,5,18-25,0
31,27541,MORTGAGE,3.8,N,5,26-35,0
31,25420,MORTGAGE,8.8,Y,1,26-35,1
19,68710,MORTGAGE,6.0,N,6,18-25,0
18,89956,RENT,8.0,N,5,18-25,0
23,17659,MORTGAGE,2.8,N,3,18-25,0
29,39943,RENT,3.1,N,10,26-35,0
27,52618,MORTGAGE,1.6,Y,5,26-35,1
33,18856,RENT,2.6,N,5,26-35,0
29,60481,RENT,4.2,N,3,26-35,0
29,42629,OWN,2.3,N,1,26-35,0
22,28121,MORTGAGE,3.1,N,9,18-25,0
25,99379,OWN,5.3,N,7,18-25,0
25,48580,RENT,2.9,N,4,18-25,0
30,46236,RENT,2.4,Y,6,26-35,1
31,77364,RENT,16.8,N,7,26-35,0
25,36019,MORTGAGE,0.3,N,4,18-25,0
25,27569,RENT,8.2,N,3,18-25,0
29,26250,RENT,0.9,Y,3,26-35,1
38,10460,MORTGAGE,3.3,N,6,36-45,0
18,125061,RENT,3.5,Y,5,18-25,1
21,124628,RENT,2.7,N,3,18-25,0
21,16837,OWN,1.1,N,7,18-25,0
19,58112,MORTGAGE,10.1,N,3,18-25,0
22,22102,OWN,0.0,N,1,18-25,0
29,13954,RENT,14.7,N,6,26-35,0
32,26341,RENT,0.9,N,9,26-35,0
28,65097,MORTGAGE,5.0,N,5,26-35,0
28,27873,OTHER,1.6,N,4,26-35,0
21,24962,MORTGAGE,1.9,N,8,18-25,0
18,152571,MORTGAGE,1.6,N,6,18-25,0
29,53156,RENT,1.9,N,4,26-35,0
35,68457,MORTGAGE,3.9,N,3,26-35,0
32,78789,MORTGAGE,2.8,N,7,26-35,0
26,27379,RENT,0.6,N,3,26-35,0
27,85627,MORTGAGE,7.2,Y,6,26-35,1
35,26711,MORTGAGE,17.1,N,3,26-35,0
22,52018,RENT,2.8,N,7,18-25,0
24,33706,OWN,2.1,N,6,18-25,0
18,53287,MORTGAGE,2.8,N,3,18-25,0
29,39484,MORTGAGE,9.8,N,7,26-35,0
24,52332,MORTGAGE,2.8,Y,7,18-25,1
25,69763,OWN,19.3,N,13,18-25,0
31,30749,MORTGAGE,5.4,N,3,26-35,0
22,78976,RENT,1.6,N,6,18-25,0
29,38373,RENT,7.7,N,5,26-35,0
30,51496,MORTGAGE,1.6,N,6,26-35,0
24,25637,RENT,0.4,N,2,18-25,0
32,44143,RENT,6.8,N,5,26-35,0
26,81940,OTHER,3.8,N,5,26-35,0
31,54471,RENT,4.2,N,5,26-35,0
23,47147,MORTGAGE,1.5,N,7,18-25,0
30,164244,RENT,0.1,N,6,26-35,0
24,30918,RENT,3.3,N,3,18-25,0
29,161405,RENT,5.8,N,6,26-35,0
29,72201,RENT,8.8,N,8,26-35,0
24,170041,RENT,10.9,N,5,18-25,0
24,27374,MORTGAGE,6.4,N,4,18-25,0
25,32276,OWN,2.3,N,7,18-25,0
27,98163,OWN,1.5,Y,3,26-35,1
30,32085,RENT,1.5,N,6,26-35,0
28,40869,RENT,3.0,N,10,26-35,0
18,250077,MORTGAGE,1.5,Y,5,18-25,1
32,11477,RENT,3.1,N,3,26-35,0
29,47938,MORTGAGE,5.5,N,4,26-35,0
34,21911,MORTGAGE,2.8,N,2,26-35,0
32,93731,OWN,2.7,N,2,26-35,0
24,31579,RENT,4.3,N,4,18-25,0
19,40791,RENT,9.5,N,8,18-25,0
37,118583,MORTGAGE,6.2,N,7,36-45,0
34,28540,RENT,3.9,N,6,26-35,0
31,45091,OWN,5.5,N,6,26-35,0
22,22050,RENT,1.9,N,3,18-25,0
19,14629,MORTGAGE,0.4,N,2,18-25,0
24,13449,RENT,4.3,N,3,18-25,0
32,11319,RENT,3.4,N,6,26-35,0
18,12163,RENT,7.2,N,2,18-25,0
22,22975,RENT,0.8,N,3,18-25,0
43,64322,RENT,13.6,N,6,36-45,0
24,25502,MORTGAGE,8.1,N,3,18-25,0
27,29257,RENT,6.8,N,5,26-35,0
26,56347,MORTGAGE,2.8,N,3,26-35,0
37,67728,OWN,2.8,N,2,36-45,0
25,72856,OWN,7.6,N,9,18-25,0
18,62276,RENT,2.0,Y,6,18-25,1
33,106545,RENT,3.0,N,6,26-35,0
20,67045,MORTGAGE,1.5,N,5,18-25,0
18,32904,MORTGAGE,3.9,N,5,18-25,0
36,180638,RENT,4.1,N,2,36-45,0
31,171046,OWN,0.1,Y,2,26-35,1
24,23384,RENT,0.6,N,4,18-25,0
33,61633,RENT,4.2,N,10,26-35,0
32,38778,RENT,7.4,N,4,26-35,0
22,91297,RENT,7.7,N,8,18-25,0
28,81737,MORTGAGE,1.3,N,7,26-35,0
26,12086,RENT,6.7,N,7,26-35,0
23,114033,MORTGAGE,1.4,N,4,18-25,0
27,68506,MORTGAGE,3.7,N,3,26-35,0
31,90929,MORTGAGE,1.3,N,1,26-35,0
21,106687,MORTGAGE,5.7,N,4,18-25,0
31,51561,OTHER,12.2,N,7,26-35,0
18,62546,MORTGAGE,12.9,N,8,18-25,0
28,57135,RENT,0.4,N,4,26-35,0
22,53899,RENT,10.3,N,5,18-25,0
36,33279,RENT,4.5,N,3,36-45,0
18,44667,MORTGAGE,1.4,N,9,18-25,0
25,39581,MORTGAGE,3.4,N,8,18-25,0
22,200409,RENT,0.9,N,4,18-25,0
23,33341,OWN,12.3,N,1,18-25,0
20,53608,MORTGAGE,5.1,N,6,18-25,0
28,47902,RENT,10.2,N,4,26-35,0
28,71475,OWN,0.3,N,6,26-35,0
18,52367,RENT,7.6,N,7,18-25,0
30,145312,RENT,2.8,N,6,26-35,0
18,63264,MORTGAGE,0.7,Y,2,18-25,1
27,97243,RENT,0.2,N,5,26-35,0
37,48479,RENT,2.8,N,4,36-45,0
21,11878,MORTGAGE,29.6,N,4,18-25,0
25,30473,RENT,4.3,N,5,18-25,0
22,88961,MORTGAGE,0.7,N,4,18-25,0
22,79393,MORTGAGE,0.1,N,2,18-25,0
28,95127,RENT,2.5,N,3,26-35,0
36,85076,MORTGAGE,5.2,N,1,36-45,0
26,50356,MORTGAGE,1.6,N,4,26-35,0
34,79873,RENT,0.3,N,10,26-35,0
22,111161,RENT,1.9,Y,2,18-25,1
33,151098,MORTGAGE,2.5,N,7,26-35,0
36,148861,MORTGAGE,3.3,N,2,36-45,0
34,259612,MORTGAGE,2.2,N,9,26-35,0
31,18966,MORTGAGE,0.5,N,5,26-35,0
30,36921,MORTGAGE,0.5,Y,4,26-35,1
22,21265,MORTGAGE,2.3,N,8,18-25,0
18,25223,RENT,0.3,Y,7,18-25,1
30,105367,RENT,1.7,N,7,26-35,0
22,48143,RENT,1.0,N,7,18-25,0
22,105608,MORTGAGE,0.4,N,5,18-25,0
18,38839,RENT,1.5,N,4,18-25,0
23,123933,MORTGAGE,7.2,N,6,18-25,0
33,57769,RENT,5.6,N,4,26-35,0
32,57153,RENT,1.6,N,5,26-35,0
19,82780,RENT,0.7,Y,1,18-25,1
21,47092,RENT,1.4,N,5,18-25,0
18,26155,RENT,5.1,N,5,18-25,0
29,17677,OWN,1.7,N,3,26-35,0
28,156848,RENT,2.9,N,5,26-35,0
28,43936,RENT,13.3,N,6,26-35,0
24,28709,RENT,3.1,N,5,18-25,0
30,43034,RENT,1.6,N,4,26-35,0
25,23302,RENT,0.0,N,2,18-25,0
32,67195,OWN,2.4,N,7,26-35,0
20,59689,MORTGAGE,4.9,N,8,18-25,0
32,69995,MORTGAGE,1.7,N,2,26-35,0
29,39912,OWN,2.4,N,1,26-35,0
30,144270,RENT,6.0,Y,2,26-35,1
25,74529,RENT,8.4,N,2,18-25,0
37,133323,MORTGAGE,7.2,N,3,36-45,0
22,27017,MORTGAGE,2.2,N,2,18-25,0
40,116386,MORTGAGE,1.4,N,4,36-45,0
29,33798,MORTGAGE,3.3,N,4,26-35,0
33,50414,RENT,2.1,N,4,26-35,0
35,56225,RENT,0.5,N,9,26-35,0
31,43048,MORTGAGE,2.8,N,3,26-35,0
38,100170,RENT,1.8,Y,6,36-45,1
32,68869,RENT,1.1,Y,6,26-35,1
31,12625,RENT,0.9,N,9,26-35,0
29,166418,MORTGAGE,5.6,N,7,26-35,0
29,93720,MORTGAGE,3.1,N,6,26-35,0
33,148049,RENT,6.9,N,4,26-35,0
21,46300,RENT,22.4,N,2,18-25,0
26,41718,RENT,11.2,N,2,26-35,0
30,34184,MORTGAGE,1.1,N,4,26-35,0
22,49722,RENT,7.3,N,2,18-25,0
32,76332,MORTGAGE,3.4,N,10,26-35,0
25,46831,MORTGAGE,4.4,Y,9,18-25,1
19,31620,MORTGAGE,6.0,N,4,18-25,0
23,85888,MORTGAGE,0.5,N,2,18-25,0
32,43618,MORTGAGE,2.4,N,7,26-35,0
20,63266,RENT,1.5,N,2,18-25,0
21,19623,RENT,8.2,N,1,18-25,0
30,23854,MORTGAGE,1.8,N,5,26-35,0
19,28630,RENT,14.8,N,6,18-25,0
30,45578,MORTGAGE,0.9,N,4,26-35,0
18,28606,RENT,3.2,N,6,18-25,0
29,47724,RENT,4.2,N,2,26-35,0
26,31119,RENT,2.8,N,8,26-35,0
36,201299,MORTGAGE,1.2,N,4,36-45,0
18,80194,RENT,2.5,N,5,18-25,0
23,41689,MORTGAGE,0.0,Y,6,18-25,1
30,112012,MORTGAGE,2.9,N,5,26-35,0
26,62943,RENT,2.8,N,6,26-35,0
24,47708,RENT,14.0,Y,3,18-25,1
18,25403,RENT,0.2,N,3,18-25,0
29,52119,MORTGAGE,1.2,N,1,26-35,0
40,44340,RENT,12.1,N,4,36-45,0
22,138609,MORTGAGE,1.1,N,5,18-25,0
27,16797,MORTGAGE,1.1,N,4,26-35,0
29,45101,MORTGAGE,2.6,N,11,26-35,0
24,29114,MORTGAGE,3.0,N,4,18-25,0
26,37199,RENT,2.7,N,1,26-35,0
20,27561,MORTGAGE,3.4,N,9,18-25,0
18,46331,OWN,8.4,N,3,18-25,0
36,18753,MORTGAGE,5.2,N,8,36-45,0
26,41747,MORTGAGE,1.8,Y,2,26-35,1
30,90714,RENT,3.1,N,4,26-35,0
29,55319,MORTGAGE,2.9,N,7,26-35,0
21,58539,RENT,1.1,Y,7,18-25,1
19,86370,MORTGAGE,2.8,Y,4,18-25,1
23,80623,MORTGAGE,6.8,N,3,18-25,0
28,25759,RENT,10.7,N,10,26-35,0
22,77407,MORTGAGE,0.0,N,11,18-25,0
24,37205,MORTGAGE,0.3,N,4,18-25,0
18,104000,MORTGAGE,0.2,N,4,18-25,0
26,83081,MORTGAGE,8.2,Y,1,26-35,1
27,34011,MORTGAGE,2.7,Y,9,26-35,1
26,18347,RENT,2.8,N,5,26-35,0
20,78163,MORTGAGE,2.3,N,3,18-25,0
21,52559,RENT,2.9,N,5,18-25,0
20,98289,RENT,0.4,N,3,18-25,0
24,49868,MORTGAGE,2.8,N,6,18-25,0
22,36154,MORTGAGE,4.9,Y,4,18-25,1
35,24096,MORTGAGE,10.9,N,3,26-35,0
37,29127,MORTGAGE,0.1,N,4,36-45,0
32,124175,RENT,4.5,N,12,26-35,0
27,44446,RENT,6.6,N,4,26-35,0
25,85718,OWN,7.5,Y,5,18-25,1
21,24637,RENT,1.7,N,8,18-25,0
27,18402,OWN,1.5,Y,8,26-35,1
26,62865,RENT,8.5,N,2,26-35,0
20,89167,RENT,3.2,N,1,18-25,0
22,310530,RENT,3.1,N,9,18-25,0
18,14968,RENT,0.9,Y,2,18-25,1
20,26248,RENT,0.2,N,3,18-25,0
29,97524,RENT,4.8,N,6,26-35,0
33,23109,RENT,0.3,N,4,26-35,0
30,65034,OTHER,1.7,N,4,26-35,0
23,56317,MORTGAGE,8.6,N,6,18-25,0
18,111132,MORTGAGE,9.7,N,5,18-25,0
19,119881,RENT,1.7,N,4,18-25,0
29,64720,MORTGAGE,2.0,Y,6,26-35,1
29,120866,RENT,3.5,N,8,26-35,0
23,68254,RENT,16.2,N,5,18-25,0
24,32419,OTHER,2.4,N,4,18-25,0
38,19698,RENT,6.2,N,4,36-45,0
18,29112,MORTGAGE,2.4,N,8,18-25,0
27,28579,RENT,0.4,N,3,26-35,0
19,300275,RENT,3.9,N,6,18-25,0
20,68939,RENT,1.5,N,9,18-25,0
29,29553,MORTGAGE,3.6,N,5,26-35,0
37,46224,MORTGAGE,1.2,Y,6,36-45,1
30,12302,MORTGAGE,1.9,N,8,26-35,0
36,34697,MORTGAGE,2.9,N,3,36-45,0
18,14439,MORTGAGE,1.7,N,6,18-25,0
29,44859,RENT,2.8,N,2,26-35,0
32,15390,RENT,3.3,N,3,26-35,0
25,34519,MORTGAGE,11.8,N,5,18-25,0
31,28342,RENT,0.6,N,4,26-35,0
42,32530,OWN,1.7,Y,1,36-45,1
27,21052,MORTGAGE,2.8,Y,5,26-35,1
24,48406,MORTGAGE,8.6,N,2,18-25,0
33,120752,RENT,2.3,N,2,26-35,0
33,163788,RENT,4.8,N,6,26-35,0
25,13813,RENT,3.8,N,7,18-25,0
23,30141,RENT,0.0,N,5,18-25,0
33,96936,RENT,4.2,N,9,26-35,0
24,31980,RENT,3.4,N,7,18-25,0
26,82744,MORTGAGE,1.5,Y,11,26-35,1
28,59019,RENT,3.0,N,6,26-35,0
25,59494,RENT,0.2,Y,2,18-25,1
27,14341,RENT,0.3,Y,7,26-35,1
22,106833,RENT,5.4,N,4,18-25,0
30,119090,RENT,7.5,N,6,26-35,0
24,38440,RENT,2.9,N,9,18-25,0
36,57864,MORTGAGE,3.4,N,7,36-45,0
27,40425,RENT,0.1,N,5,26-35,0
33,50109,MORTGAGE,1.6,N,6,26-35,0
30,94383,MORTGAGE,19.0,N,7,26-35,0
33,28843,MORTGAGE,5.0,N,6,26-35,0
24,76937,OWN,0.8,N,5,18-25,0
19,82620,RENT,10.7,N,6,18-25,0
21,98625,MORTGAGE,5.0,N,2,18-25,0
21,49389,RENT,5.2,N,5,18-25,0
22,23987,RENT,5.4,N,4,18-25,0
19,40435,MORTGAGE,0.4,Y,5,18-25,1
26,55589,RENT,4.5,Y,5,26-35,1
31,105600,RENT,1.3,N,5,26-35,0
19,73473,MORTGAGE,6.9,N,5,18-25,0
22,21138,RENT,3.0,N,3,18-25,0
33,16650,RENT,1.1,Y,6,26-35,1
18,27491,MORTGAGE,5.4,N,9,18-25,0
26,32314,RENT,1.4,N,6,26-35,0
30,26792,RENT,4.3,N,6,26-35,0
39,6413,RENT,3.0,Y,4,36-45,1
18,26176,RENT,2.8,N,5,18-25,0
19,52149,RENT,5.4,Y,3,18-25,1
28,115010,MORTGAGE,5.4,Y,3,26-35,1
24,122022,RENT,3.4,Y,8,18-25,1
18,95287,RENT,0.6,Y,7,18-25,1
24,56009,MORTGAGE,2.1,N,3,18-25,0
21,178319,RENT,14.7,N,10,18-25,0
18,42946,MORTGAGE,1.0,N,8,18-25,0
24,73616,MORTGAGE,1.1,N,2,18-25,0
19,42028,RENT,1.1,Y,6,18-25,1
21,47950,MORTGAGE,1.2,N,6,18-25,0
34,83513,RENT,2.0,N,10,26-35,0
38,26614,RENT,10.2,N,6,36-45,0
21,84139,OWN,0.5,N,3,18-25,0
27,30422,MORTGAGE,10.4,Y,2,26-35,1
30,57814,MORTGAGE,1.0,N,5,26-35,0
21,65805,RENT,2.7,N,1,18-25,0
21,79367,OWN,7.3,N,3,18-25,0
30,44538,MORTGAGE,5.5,N,7,26-35,0
25,19249,MORTGAGE,16.8,N,2,18-25,0
25,119504,MORTGAGE,1.2,Y,4,18-25,1
19,54999,RENT,1.2,Y,2,18-25,1
20,20513,MORTGAGE,5.2,Y,6,18-25,1
27,322482,MORTGAGE,15.5,N,2,26-35,0
24,92572,MORTGAGE,18.4,N,2,18-25,0
27,127068,MORTGAGE,0.6,N,3,26-35,0
32,43653,OWN,15.2,N,11,26-35,0
27,156331,RENT,0.2,N,6,26-35,0
23,21532,MORTGAGE,0.8,N,2,18-25,0
32,58125,RENT,4.1,N,9,26-35,0
26,68919,RENT,2.5,Y,4,26-35,1
34,25261,RENT,4.0,Y,3,26-35,1
22,35613,MORTGAGE,1.1,N,10,18-25,0
26,46474,RENT,2.8,N,8,26-35,0
24,16463,MORTGAGE,5.2,N,3,18-25,0
27,63770,MORTGAGE,0.8,N,4,26-35,0
28,33880,RENT,11.1,N,3,26-35,0
26,46487,MORTGAGE,6.7,N,6,26-35,0
31,92319,MORTGAGE,5.5,N,2,26-35,0
29,78946,RENT,4.6,N,6,26-35,0
41,27156,RENT,0.7,N,4,36-45,0
42,38312,RENT,2.8,N,2,36-45,0
22,34981,RENT,3.1,N,6,18-25,0
23,32400,MORTGAGE,0.4,N,5,18-25,0
19,37823,RENT,10.6,N,2,18-25,0
36,35928,MORTGAGE,4.2,N,7,36-45,0
24,29405,RENT,6.8,N,6,18-25,0
28,18494,RENT,3.2,N,7,26-35,0
19,55808,OWN,7.2,N,1,18-25,0
27,31715,MORTGAGE,7.8,N,2,26-35,0
18,26217,OWN,3.3,N,7,18-25,0
34,27592,RENT,2.6,N,6,26-35,0
38,51039,OWN,3.4,N,5,36-45,0
31,18830,RENT,0.4,N,3,26-35,0
21,164552,RENT,9.9,Y,3,18-25,1
30,69834,MORTGAGE,7.4,N,9,26-35,0
28,35181,MORTGAGE,4.6,N,2,26-35,0
35,19716,MORTGAGE,3.9,N,5,26-35,0
32,86593,MORTGAGE,0.2,N,5,26-35,0
20,34131,MORTGAGE,0.0,N,7,18-25,0
33,19380,RENT,1.4,N,3,26-35,0
26,28435,RENT,11.6,Y,6,26-35,1
34,26914,RENT,6.4,Y,5,26-35,1
18,58598,RENT,2.7,N,6,18-25,0
30,35334,RENT,3.4,N,8,26-35,0
25,82210,MORTGAGE,6.1,N,4,18-25,0
27,39634,RENT,0.8,N,5,26-35,0
22,55587,MORTGAGE,2.8,N,3,18-25,0
30,21703,MORTGAGE,2.4,N,3,26-35,0
21,43267,MORTGAGE,2.8,Y,4,18-25,1
18,39563,RENT,2.3,Y,4,18-25,1
22,48373,MORTGAGE,2.6,N,7,18-25,0
22,35389,RENT,5.9,N,7,18-25,0
25,29556,OWN,0.6,N,9,18-25,0
31,33755,MORTGAGE,2.3,Y,2,26-35,1
21,21742,MORTGAGE,17.7,N,3,18-25,0
31,59671,RENT,0.2,N,4,26-35,0
30,39434,RENT,14.1,N,1,26-35,0
33,12507,RENT,1.8,N,10,26-35,0
24,56713,MORTGAGE,0.3,N,3,18-25,0
36,24096,MORTGAGE,9.3,N,6,36-45,0
25,27774,MORTGAGE,3.8,N,4,18-25,0
32,485899,MORTGAGE,2.7,N,9,26-35,0
37,72025,MORTGAGE,8.7,N,8,36-45,0
34,33239,OTHER,4.0,N,9,26-35,0
26,50334,MORTGAGE,10.8,N,1,26-35,0
20,39592,MORTGAGE,1.0,N,1,18-25,0
21,404763,RENT,1.9,Y,4,18-25,1
21,60528,OWN,1.1,N,2,18-25,0
22,71382,MORTGAGE,10.5,N,4,18-25,0
26,16529,MORTGAGE,3.6,N,4,26-35,0
30,45178,MORTGAGE,6.6,N,4,26-35,0
31,24347,RENT,4.4,N,7,26-35,0
32,99161,MORTGAGE,1.8,Y,2,26-35,1
32,126376,RENT,3.3,N,5,26-35,0
26,23764,MORTGAGE,2.9,N,5,26-35,0
30,22212,RENT,2.8,N,5,26-35,0
25,23599,MORTGAGE,7.7,N,9,18-25,0
28,190669,MORTGAGE,9.4,N,5,26-35,0
25,30321,RENT,0.7,N,6,18-25,0
26,39426,RENT,1.2,N,4,26-35,0
24,72727,MORTGAGE,1.6,N,8,18-25,0
18,11267,OTHER,0.2,N,7,18-25,0
25,85316,OWN,0.9,N,3,18-25,0
30,63482,RENT,24.1,N,6,26-35,0
32,21470,OWN,0.7,N,7,26-35,0
29,30582,MORTGAGE,8.6,N,9,26-35,0
21,29897,RENT,12.4,N,4,18-25,0
23,71608,OWN,6.5,N,2,18-25,0
18,109257,MORTGAGE,6.9,Y,4,18-25,1
31,45073,MORTGAGE,1.3,Y,4,26-35,1
21,86373,OWN,0.2,N,4,18-25,0
29,28536,MORTGAGE,7.7,N,5,26-35,0
29,49331,RENT,0.5,N,3,26-35,0
21,35671,RENT,13.7,Y,7,18-25,1
28,44410,MORTGAGE,2.3,N,5,26-35,0
37,23271,RENT,5.4,N,1,36-45,0
24,14421,RENT,0.0,Y,2,18-25,1
33,59478,OWN,2.8,Y,4,26-35,1
28,41025,RENT,0.8,N,7,26-35,0
28,36233,MORTGAGE,0.3,Y,5,26-35,1
26,43877,RENT,0.0,N,5,26-35,0
32,95978,MORTGAGE,0.8,Y,1,26-35,1
26,10580,OWN,2.8,N,7,26-35,0
30,319609,RENT,0.8,N,3,26-35,0
32,25598,RENT,7.2,N,7,26-35,0
33,33672,RENT,2.8,N,6,26-35,0
30,117627,MORTGAGE,0.5,N,9,26-35,0
31,126883,OWN,11.6,N,5,26-35,0
27,14431,RENT,2.9,N,8,26-35,0
24,26258,RENT,7.4,N,6,18-25,0
28,56848,MORTGAGE,3.8,N,11,26-35,0
29,22710,OWN,1.4,Y,7,26-35,1
29,67328,RENT,5.2,Y,4,26-35,1
33,44115,MORTGAGE,2.6,N,7,26-35,0
27,13158,MORTGAGE,11.2,N,8,26-35,0
18,111303,RENT,1.6,N,4,18-25,0
18,83575,RENT,6.6,N,2,18-25,0
28,55095,MORTGAGE,1.1,N,5,26-35,0
33,173350,MORTGAGE,1.6,N,5,26-35,0
25,69989,RENT,1.3,N,6,18-25,0
38,25231,MORTGAGE,7.7,Y,5,36-45,1
27,18717,RENT,2.8,N,5,26-35,0
41,9592,RENT,1.9,N,7,36-45,0
26,23365,RENT,9.7,N,1,26-35,0
36,59384,RENT,5.1,Y,7,36-45,1
24,42620,RENT,0.4,Y,3,18-25,1
33,37215,MORTGAGE,0.8,N,8,26-35,0
30,57392,RENT,3.2,N,3,26-35,0
29,57874,RENT,1.7,N,4,26-35,0
29,105455,MORTGAGE,6.1,N,7,26-35,0
35,82119,RENT,4.5,N,7,26-35,0
26,44570,MORTGAGE,3.8,N,6,26-35,0
27,40883,MORTGAGE,6.3,N,5,26-35,0
43,92434,OWN,2.5,N,4,36-45,0
30,56855,MORTGAGE,1.2,N,5,26-35,0
34,33896,RENT,0.1,N,8,26-35,0
25,17894,MORTGAGE,1.5,N,5,18-25,0
23,141942,OWN,3.1,N,5,18-25,0
31,107606,RENT,14.0,Y,6,26-35,1
28,30630,MORTGAGE,8.8,N,7,26-35,0
25,55358,MORTGAGE,2.4,N,7,18-25,0
18,83700,RENT,1.7,Y,5,18-25,1
18,110306,RENT,0.4,N,8,18-25,0
18,48367,RENT,4.1,N,7,18-25,0
29,17254,RENT,2.7,N,8,26-35,0
20,88793,RENT,0.1,N,5,18-25,0
18,22550,RENT,0.8,N,3,18-25,0
21,33223,MORTGAGE,1.7,Y,4,18-25,1
18,46252,MORTGAGE,23.4,N,5,18-25,0
23,55632,MORTGAGE,2.8,Y,4,18-25,1
23,52217,OWN,2.1,N,5,18-25,0
30,202324,RENT,2.8,N,4,26-35,0
27,54219,RENT,0.6,N,4,26-35,0
24,25031,RENT,5.5,N,5,18-25,0
30,6824,MORTGAGE,8.1,N,7,26-35,0
19,41468,RENT,6.5,Y,7,18-25,1
24,55941,RENT,14.4,N,6,18-25,0
22,190433,MORTGAGE,8.5,N,3,18-25,0
26,10624,MORTGAGE,2.5,N,6,26-35,0
18,141911,RENT,0.2,N,3,18-25,0
40,87654,MORTGAGE,1.8,N,2,36-45,0
29,100087,RENT,0.5,N,4,26-35,0
29,64157,MORTGAGE,6.5,N,3,26-35,0
18,14908,MORTGAGE,7.9,N,11,18-25,0
28,15746,RENT,2.1,N,5,26-35,0
25,27274,MORTGAGE,0.6,N,4,18-25,0
33,98808,MORTGAGE,5.8,N,6,26-35,0
25,51015,MORTGAGE,1.8,Y,5,18-25,1
24,47940,MORTGAGE,2.9,Y,3,18-25,1
26,63648,OWN,0.1,Y,3,26-35,1
35,82405,RENT,6.6,N,5,26-35,0
18,34904,RENT,13.3,Y,5,18-25,1
18,39057,MORTGAGE,2.8,N,9,18-25,0
18,36010,OWN,0.9,N,2,18-25,0
33,34922,RENT,3.6,N,8,26-35,0
32,32473,RENT,10.6,N,6,26-35,0
19,99313,OWN,1.8,N,5,18-25,0
18,106284,RENT,5.2,N,2,18-25,0
32,81886,MORTGAGE,7.5,N,6,26-35,0
18,18129,MORTGAGE,0.7,N,3,18-25,0
25,38907,MORTGAGE,2.4,N,4,18-25,0
23,22523,RENT,0.1,N,4,18-25,0
46,46436,RENT,8.1,N,5,46-60,0
26,69537,RENT,4.3,N,5,26-35,0
34,70266,MORTGAGE,1.1,N,5,26-35,0
29,20597,MORTGAGE,8.6,N,5,26-35,0
24,141022,MORTGAGE,0.2,N,9,18-25,0
23,18838,MORTGAGE,0.3,N,2,18-25,0
27,48507,RENT,0.8,N,2,26-35,0
27,94870,MORTGAGE,2.8,N,7,26-35,0
23,69031,RENT,4.8,N,5,18-25,0
30,53539,MORTGAGE,5.5,N,3,26-35,0
27,50922,MORTGAGE,0.5,N,3,26-35,0
22,27624,RENT,8.6,N,2,18-25,0
24,111017,OWN,5.9,N,10,18-25,0
30,36987,RENT,4.2,N,7,26-35,0
20,15188,RENT,0.1,N,4,18-25,0
20,34037,RENT,0.4,Y,3,18-25,1
19,47189,MORTGAGE,3.2,N,9,18-25,0
24,52258,RENT,6.2,N,4,18-25,0
25,73708,MORTGAGE,6.1,Y,2,18-25,1
20,88031,RENT,5.6,N,7,18-25,0
